"","STUDENT.IDENTIFIER","STDNT_AGE","STDNT_GENDER","STDNT_BACKGROUND","IN_STATE_FLAG","INTERNATIONAL_STS","STDNT_TEST_ENTRANCE_COMB","FIRST_TERM","CORE_COURSE_GRADE_1_F","CORE_COURSE_GRADE_2_F","CORE_COURSE_GRADE_3_F","SECOND_TERM","CORE_COURSE_GRADE_1_S","CORE_COURSE_GRADE_2_S","HOUSING_STS","RETURNED_2ND_YR","DISTANCE_FROM_HOME","HIGH_SCHL_GPA","FATHER_HI_EDU_DESC","MOTHER_HI_EDU_DESC","DEGREE_GROUP_DESC","FIRST_TERM_ATTEMPT_HRS","FIRST_TERM_EARNED_HRS","SECOND_TERM_ATTEMPT_HRS","SECOND_TERM_EARNED_HRS","GROSS_FIN_NEED","COST_OF_ATTEND","EST_FAM_CONTRIBUTION","UNMET_NEED","FIRST_TERM_HRS_PERCENTAGE","SECOND_TERM_HRS_PERCENTAGE"
"2965",8021590,"mid","M","BGD HIGH","N","N",1220,201008,"High","High","High",201102,"High","Mid","Off Campus","1",403,"low","College/Beyond","High School","Bachelors","high","high","high","high","low","low","low","low",1,1
"2966",7925902,"mid","F","BGD HIGH","Y","N",1190,200708,"High","High","High",200802,"High","Mid","Off Campus","1",69,"high","Middle School/Junior High","High School","Bachelors","low","mid","high","high","low","low","low","low",1,1
"2967",7865497,"mid","M","BGD HIGH","Y","N",1110,201008,"High","High","High",201102,"High","Mid","Off Campus","1",69,"high","High School","College/Beyond","Bachelors","low","mid","high","high","low","low","low","low",0.666666666666667,0.692307692307692
"2968",7780294,"low","M","BGD HIGH","N","N",1110,201008,"High","High","High",201102,"High","Mid","Off Campus","1",0,"high","No Information","No Information","Bachelors","mid","high","high","high","low","low","low","low",1,1
"2969",7899016,"mid","M","BGD HIGH","Y","N",970,200508,"High","High","Mid",200602,"High","Mid","On Campus","1",235,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"2970",8005318,"mid","F","BGD HIGH","Y","N",1260,200808,"High","High","Mid",200902,"High","Mid","Off Campus","1",150,"high","No Information","No Information","Bachelors","mid","high","high","high","low","low","low","low",1,1
"2971",7932887,"mid","F","BGD HIGH","Y","N",970,200808,"High","High","Mid",200902,"High","Mid","Off Campus","1",150,"high","College/Beyond","Other/Unknown","Bachelors","mid","high","high","high","low","high","high","low",1,1
"2972",7981218,"mid","F","BGD HIGH","Y","N",1070,201008,"High","High","Mid",201102,"High","Mid","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","low","mid","high","high","low","mid","low","low",1,1
"2973",8017327,"mid","M","BGD HIGH","Y","N",1070,200608,"High","High","High",200702,"High","Mid","Off Campus","1",0,"mid","College/Beyond","College/Beyond","Bachelors","low","mid","high","mid","low","high","high","low",1,0.666666666666667
"2974",7898149,"mid","M","BGD HIGH","Y","N",1260,200708,"High","High","High",200802,"High","Mid","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","mid","high","low",1,1
"2975",7995918,"low","F","BGD HIGH","N","N",1300,200908,"High","High","High",201002,"High","Mid","Off Campus","1",69,"high","No Information","No Information","Bachelors","low","mid","high","high","low","low","low","low",1,1
"2976",7978925,"mid","M","BGD HIGH","Y","N",950,200708,"High","High","Mid",200802,"High","Mid","Off Campus","1",138,"mid","High School","High School","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"2977",7957914,"mid","F","BGD MID","Y","N",530,200808,"High","High","High",200902,"High","Mid","On Campus","1",150,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","low","low","low",1,1
"2978",7858519,"mid","F","BGD HIGH","Y","N",1300,200808,"High","High","High",200902,"High","Mid","On Campus","1",150,"high","No Information","No Information","Bachelors","high","high","high","high","low","low","low","low",1,1
"2979",7873050,"mid","F","BGD HIGH","Y","N",1340,200808,"High","High","Mid",200902,"High","Mid","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"2980",7801448,"mid","F","BGD MID","Y","N",1150,201008,"High","High","Mid",201102,"High","Mid","On Campus","1",150,"high","College/Beyond","High School","Bachelors","high","high","high","high","low","low","low","low",1,1
"2981",7987946,"mid","M","BGD HIGH","Y","N",1260,200608,"High","High","Mid",200702,"High","Mid","Off Campus","1",0,"high","College/Beyond","College/Beyond","Bachelors","high","high","high","high","low","low","low","low",1,1
"2982",7946822,"mid","F","BGD HIGH","Y","N",1150,201008,"High","High","High",201102,"High","Mid","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"2983",8003929,"mid","F","BGD HIGH","N","Y",970,200608,"High","High","High",200702,"High","Mid","Off Campus","1",0,"mid","No Information","No Information","Bachelors","mid","mid","high","high","low","mid","low","low",1,0.777777777777778
"2984",7831857,"mid","M","BGD HIGH","Y","N",1220,200908,"High","High","Mid",201002,"High","Mid","Off Campus","1",0,"low","College/Beyond","College/Beyond","Bachelors","high","high","high","high","low","mid","high","low",1,1
"2985",7798454,"mid","F","BGD HIGH","Y","N",1340,200608,"High","High","High",200702,"High","Mid","On Campus","1",150,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","low","low","low",1,0.833333333333333
"2986",7815922,"mid","M","BGD HIGH","N","N",1340,200508,"High","High","High",200602,"High","Mid","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","high","high","high","high","low","low","low","low",1,0.714285714285714
"2987",7756957,"mid","F","BGD HIGH","Y","N",970,200708,"High","High","High",200802,"High","Mid","On Campus","0",69,"high","College/Beyond","High School","Bachelors","mid","mid","high","high","low","low","low","low",0.8,1
"2988",7971821,"mid","M","BGD MID","Y","N",640,200608,"Mid","High","Mid",200702,"High","Mid","Off Campus","1",150,"low","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",0.8,0.846153846153846
"2989",7876880,"mid","M","BGD HIGH","Y","N",950,201008,"Mid","High","Mid",201102,"High","Mid","On Campus","1",150,"high","High School","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",1,0.833333333333333
"2990",7931498,"mid","F","BGD HIGH","Y","N",990,200708,"Low","High","Mid",200802,"High","Mid","Off Campus","1",235,"mid","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","mid","mid","low",0.769230769230769,0.769230769230769
"2991",8002027,"mid","F","BGD HIGH","Y","N",950,200908,"Low","High","Mid",201002,"High","Mid","On Campus","1",69,"high","High School","College/Beyond","Bachelors","mid","mid","high","high","low","mid","low","low",0.8,1
"2992",7948959,"mid","F","BGD MID","Y","N",910,200808,"High","High","High",200902,"High","Mid","On Campus","1",0,"high","Other/Unknown","Other/Unknown","Bachelors","low","mid","high","high","mid","mid","low","low",1,0.8
"2993",7890626,"mid","F","BGD HIGH","Y","N",1110,200508,"High","High","High",200602,"High","Mid","Off Campus","1",90,"high","High School","High School","Bachelors","high","high","high","high","mid","mid","low","high",1,1
"2994",7951502,"mid","M","BGD HIGH","Y","N",1190,200508,"High","High","High",200602,"High","Mid","On Campus","1",150,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","low","low","low",1,0.8125
"2995",7951122,"mid","F","BGD HIGH","Y","N",1110,201008,"High","High","High",201102,"High","Mid","On Campus","1",69,"mid","High School","High School","Bachelors","mid","high","high","high","low","low","low","low",1,1
"2996",7872147,"mid","F","BGD HIGH","N","N",1190,200508,"High","High","High",200602,"High","Mid","Off Campus","1",299,"high","High School","High School","Bachelors","high","high","high","high","mid","mid","low","mid",1,1
"2997",8023237,"mid","M","BGD HIGH","Y","N",970,200508,"High","High","High",200602,"High","Mid","Off Campus","1",90,"high","College/Beyond","College/Beyond","Bachelors","low","mid","high","high","low","mid","mid","low",1,1
"2998",7947336,"mid","M","BGD HIGH","Y","N",1070,200808,"High","High","Mid",200902,"High","Mid","Off Campus","1",215,"high","College/Beyond","Other/Unknown","Bachelors","mid","mid","high","high","low","low","low","low",0.714285714285714,1
"2999",7828600,"mid","M","BGD HIGH","Y","N",1070,200908,"High","High","Mid",201002,"High","Mid","Off Campus","1",69,"mid","High School","High School","Bachelors","mid","high","high","high","low","high","high","low",1,1
"3000",7890946,"mid","F","BGD HIGH","Y","N",1260,200908,"High","High","High",201002,"High","Mid","On Campus","1",59,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","low","low","low",1,1
"3001",7866348,"mid","F","BGD HIGH","Y","N",950,200808,"Mid","High","High",200902,"High","Mid","On Campus","1",181,"mid","High School","Middle School/Junior High","Bachelors","mid","mid","high","high","low","low","low","low",1,0.611111111111111
"3002",7961190,"mid","F","BGD HIGH","Y","N",970,200508,"Mid","High","Mid",200602,"High","Mid","Off Campus","1",138,"high","College/Beyond","High School","Bachelors","mid","mid","high","high","low","mid","high","low",1,1
"3003",7764563,"mid","M","BGD HIGH","Y","N",970,200808,"Mid","High","High",200902,"High","Mid","Off Campus","1",138,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",0.785714285714286,1
"3004",7926360,"mid","F","BGD HIGH","Y","N",1030,201008,"Mid","High","High",201102,"High","Mid","Off Campus","0",69,"high","College/Beyond","College/Beyond","Bachelors","low","mid","high","high","low","mid","mid","low",1,1
"3005",7832829,"mid","F","BGD MID","Y","N",970,200808,"Mid","High","High",200902,"High","Mid","Off Campus","1",0,"high","High School","College/Beyond","Bachelors","mid","mid","high","high","mid","mid","low","high",0.8,1
"3006",7830101,"mid","F","BGD HIGH","Y","N",1070,200808,"Mid","High","Mid",200902,"High","Mid","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","high","mid","high","high","low","low","low","low",0.75,1
"3007",7935204,"mid","M","BGD HIGH","Y","N",1110,200808,"Mid","High","High",200902,"High","Mid","Off Campus","1",138,"mid","High School","High School","Bachelors","high","mid","high","high","low","low","low","low",0.8125,0.933333333333333
"3008",8003608,"mid","F","BGD HIGH","Y","N",1190,200708,"Mid","High","Mid",200802,"High","Mid","On Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",1,0.692307692307692
"3009",7767806,"mid","F","BGD HIGH","Y","N",1030,200808,"Mid","High","High",200902,"High","Mid","Off Campus","0",0,"high","Other/Unknown","College/Beyond","Bachelors","mid","high","high","high","low","high","high","low",1,1
"3010",7899008,"mid","M","BGD HIGH","Y","N",1030,200808,"Mid","High","High",200902,"High","Mid","On Campus","1",69,"low","College/Beyond","High School","Bachelors","mid","mid","high","high","low","high","high","low",0.714285714285714,0.923076923076923
"3011",7928170,"mid","M","BGD HIGH","Y","N",1070,200508,"Low","High","High",200602,"High","Mid","Off Campus","1",136,"mid","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"3012",7757114,"mid","F","BGD HIGH","Y","N",1110,200608,"High","High","High",200702,"High","Mid","Off Campus","1",0,"mid","College/Beyond","College/Beyond","Bachelors","low","mid","high","high","low","low","low","low",0.833333333333333,0.5625
"3013",8034684,"mid","M","BGD MID","Y","N",970,200508,"Mid","Mid","High",200602,"High","Mid","Off Campus","1",0,"high","High School","High School","Bachelors","mid","high","high","high","low","low","low","low",1,1
"3014",7859829,"mid","F","BGD HIGH","N","N",830,200508,"Mid","Mid","High",200602,"High","Mid","On Campus","0",275,"low","High School","High School","Career Associate","low","mid","high","high","low","high","high","low",1,1
"3015",7863996,"mid","M","BGD MID","Y","N",970,200808,"Mid","Mid","High",200902,"High","Mid","Off Campus","1",150,"low","College/Beyond","College/Beyond","Bachelors","high","high","high","high","low","mid","high","low",1,1
"3016",7831300,"low","F","BGD MID","Y","N",590,200508,"Mid","Mid","Mid",200602,"High","Mid","Off Campus","1",69,"low","No Information","No Information","Bachelors","high","high","high","high","low","low","low","low",0.777777777777778,0.6
"3017",7995297,"mid","M","BGD MID","Y","N",1070,200608,"Mid","Mid","Mid",200702,"High","Mid","On Campus","1",150,"high","High School","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",0.923076923076923,0.692307692307692
"3018",7772551,"mid","M","BGD HIGH","Y","N",950,200508,"Mid","Mid","High",200602,"High","Mid","On Campus","1",150,"mid","No Information","No Information","Bachelors","mid","mid","high","high","low","low","low","low",0.785714285714286,1
"3019",7802289,"mid","M","BGD HIGH","Y","N",830,200708,"Low","Mid","Mid",200802,"High","Mid","Off Campus","1",90,"low","Other/Unknown","High School","Bachelors","mid","mid","high","high","low","low","low","low",0.8,0.714285714285714
"3020",7948897,"mid","M","BGD HIGH","Y","N",1220,200708,"Low","Mid","Mid",200802,"High","Mid","Off Campus","1",69,"high","High School","High School","Bachelors","low","low","high","high","low","low","low","low",0.5,0.75
"3021",7873018,"mid","F","BGD MID","Y","N",950,200908,"Low","Mid","Mid",201002,"High","Mid","On Campus","1",222,"high","High School","High School","Bachelors","mid","mid","high","high","low","low","mid","low",0.785714285714286,1
"3022",7802984,"mid","F","BGD HIGH","Y","N",830,200908,"Low","Mid","Mid",201002,"High","Mid","Off Campus","0",69,"mid","Middle School/Junior High","College/Beyond","Bachelors","mid","mid","high","high","low","high","high","low",0.8,1
"3023",7809276,"mid","F","BGD MID","Y","N",950,200608,"Low","Low","Low",200702,"High","Mid","On Campus","1",0,"low","College/Beyond","College/Beyond","Bachelors","high","low","high","low","low","low","low","low",0.411764705882353,0.333333333333333
"3024",7916554,"mid","F","BGD HIGH","Y","N",870,201008,"Low","Low","Mid",201102,"High","Mid","On Campus","1",235,"mid","High School","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",0.6,0.9375
"3025",7764416,"mid","M","BGD HIGH","Y","N",1300,200608,"High","Mid","Mid",200702,"High","Mid","Off Campus","1",150,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","low","low","low",1,1
"3026",7931522,"mid","F","BGD HIGH","Y","N",970,200608,"High","Mid","Mid",200702,"High","Mid","Off Campus","0",0,"mid","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"3027",7899500,"low","F","BGD HIGH","N","N",1340,200808,"High","Mid","Mid",200902,"High","Mid","Off Campus","1",666,"high","No Information","No Information","Bachelors","mid","high","high","high","low","low","low","low",1,1
"3028",7821642,"mid","F","BGD HIGH","Y","N",1220,201008,"High","Mid","Mid",201102,"High","Mid","Off Campus","1",0,"high","High School","Middle School/Junior High","Bachelors","low","mid","high","high","low","low","low","low",1,1
"3029",7828042,"mid","F","BGD LOW","Y","N",1260,200908,"High","Mid","Mid",201002,"High","Mid","On Campus","1",150,"high","High School","Middle School/Junior High","Bachelors","mid","high","high","high","high","high","low","mid",1,0.6
"3030",7889992,"mid","F","BGD HIGH","Y","N",970,200708,"High","Mid","Mid",200802,"High","Mid","Off Campus","1",69,"mid","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","low","low","low",1,1
"3031",7957657,"mid","F","BGD HIGH","N","Y",970,200608,"High","Mid","Mid",200702,"High","Mid","On Campus","0",99.8251851851852,"mid","No Information","No Information","Bachelors","high","high","high","high","low","mid","low","low",0.777777777777778,1
"3032",7779976,"mid","M","BGD HIGH","Y","N",1260,200708,"High","Mid","Mid",200802,"High","Mid","Off Campus","1",0,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","mid","mid","low","mid",1,0.916666666666667
"3033",7789191,"mid","F","BGD HIGH","Y","N",1070,200908,"High","Mid","Mid",201002,"High","Mid","Off Campus","1",0,"mid","High School","College/Beyond","Bachelors","low","mid","high","high","high","high","low","high",1,1
"3034",7802582,"mid","M","BGD HIGH","Y","N",1220,200608,"Mid","Mid","Mid",200702,"High","Mid","Off Campus","0",90,"high","College/Beyond","College/Beyond","Bachelors","mid","low","high","high","low","low","low","low",0.538461538461538,1
"3035",7845635,"mid","F","BGD HIGH","Y","N",1340,200608,"High","High","High",200702,"High","Mid","Off Campus","1",69,"mid","No Information","No Information","Bachelors","high","high","high","high","low","low","low","low",1,1
"3036",7935140,"mid","F","BGD HIGH","Y","N",1110,200708,"High","High","High",200802,"High","Mid","Off Campus","1",0,"high","High School","College/Beyond","Bachelors","mid","high","high","high","low","mid","low","low",1,0.714285714285714
"3037",7822756,"mid","M","BGD HIGH","Y","N",590,200508,"High","High","High",200602,"High","Mid","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","mid","mid","mid","mid",1,1
