"","STUDENT.IDENTIFIER","STDNT_AGE","STDNT_GENDER","STDNT_BACKGROUND","IN_STATE_FLAG","INTERNATIONAL_STS","STDNT_TEST_ENTRANCE_COMB","FIRST_TERM","CORE_COURSE_GRADE_1_F","CORE_COURSE_GRADE_2_F","CORE_COURSE_GRADE_3_F","SECOND_TERM","CORE_COURSE_GRADE_1_S","CORE_COURSE_GRADE_2_S","HOUSING_STS","RETURNED_2ND_YR","DISTANCE_FROM_HOME","HIGH_SCHL_GPA","FATHER_HI_EDU_DESC","MOTHER_HI_EDU_DESC","DEGREE_GROUP_DESC","FIRST_TERM_ATTEMPT_HRS","FIRST_TERM_EARNED_HRS","SECOND_TERM_ATTEMPT_HRS","SECOND_TERM_EARNED_HRS","GROSS_FIN_NEED","COST_OF_ATTEND","EST_FAM_CONTRIBUTION","UNMET_NEED","FIRST_TERM_HRS_PERCENTAGE","SECOND_TERM_HRS_PERCENTAGE"
"806",7970738,"mid","F","BGD HIGH","Y","N",990,200608,"High","High","High",200702,"High","High","On Campus","1",150,"high","College/Beyond","Other/Unknown","Bachelors","high","high","high","high","low","mid","high","low",1,1
"807",7963735,"low","F","BGD HIGH","Y","N",1260,201008,"High","High","Mid",201102,"High","High","On Campus","1",150,"mid","Middle School/Junior High","High School","Bachelors","low","mid","high","high","low","low","low","low",1,1
"808",7961885,"mid","F","BGD HIGH","Y","N",950,200908,"High","High","High",201002,"High","High","Off Campus","1",69,"mid","High School","High School","Bachelors","mid","mid","high","high","low","low","low","low",1,0.692307692307692
"809",7914050,"mid","F","BGD HIGH","Y","N",970,200608,"High","High","High",200702,"High","High","Off Campus","1",0,"high","High School","College/Beyond","Bachelors","mid","high","high","high","mid","mid","mid","mid",1,1
"810",7874284,"mid","F","BGD HIGH","Y","N",1070,200908,"High","High","High",201002,"High","High","Off Campus","1",69,"high","High School","High School","Bachelors","mid","mid","high","high","mid","high","mid","mid",0.714285714285714,1
"811",7861871,"mid","F","BGD MID","Y","N",970,200708,"High","High","High",200802,"High","High","On Campus","1",69,"high","High School","High School","Bachelors","mid","high","high","high","low","low","low","low",1,0.947368421052632
"812",7861153,"low","F","BGD MID","Y","N",1070,200908,"High","High","High",201002,"High","High","On Campus","1",138,"mid","High School","High School","Bachelors","mid","mid","high","high","high","high","low","mid",1,1
"813",8001456,"mid","M","BGD HIGH","Y","N",1220,200608,"High","High","High",200702,"High","High","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","mid","mid","low",1,1
"814",7765816,"mid","F","BGD MID","Y","N",990,200708,"High","High","High",200802,"High","High","On Campus","1",150,"high","High School","High School","Bachelors","mid","high","high","high","mid","mid","mid","mid",1,1
"815",7975433,"mid","F","BGD MID","Y","N",740,200908,"High","High","High",201002,"High","High","On Campus","1",0,"high","High School","High School","Bachelors","mid","mid","high","high","low","mid","low","low",0.733333333333333,1
"816",7943180,"mid","F","BGD HIGH","Y","N",1070,200508,"High","High","High",200602,"High","High","Off Campus","1",69,"low","High School","High School","Bachelors","low","mid","high","high","low","low","low","low",1,1
"817",7988431,"mid","M","BGD HIGH","Y","N",1300,200608,"High","High","High",200702,"High","High","Off Campus","0",0,"high","High School","High School","Bachelors","mid","high","high","high","high","high","mid","high",1,1
"818",7840260,"mid","M","BGD HIGH","Y","N",970,200508,"High","High","High",200602,"High","High","On Campus","1",150,"mid","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"819",7989360,"mid","F","BGD HIGH","Y","N",990,200908,"High","High","High",201002,"High","High","Off Campus","1",69,"high","High School","Middle School/Junior High","Bachelors","mid","high","high","high","high","high","low","mid",1,1
"820",7901335,"mid","F","BGD MID","Y","N",690,201008,"High","High","High",201102,"High","High","On Campus","1",150,"high","Middle School/Junior High","College/Beyond","Bachelors","high","mid","high","high","low","low","low","low",0.75,1
"821",7798631,"mid","M","BGD HIGH","Y","N",1030,200508,"High","High","High",200602,"High","High","On Campus","1",703,"mid","No Information","No Information","Bachelors","mid","high","high","high","low","low","low","low",1,1
"822",7975250,"low","F","BGD MID","Y","N",910,200508,"High","High","High",200602,"High","High","On Campus","1",150,"mid","High School","High School","Bachelors","high","high","high","high","mid","mid","low","mid",0.823529411764706,1
"823",7975627,"mid","F","BGD HIGH","Y","N",970,200608,"High","High","Mid",200702,"High","High","On Campus","1",90,"high","College/Beyond","High School","Bachelors","low","mid","high","high","mid","mid","mid","mid",1,1
"824",8007175,"mid","F","BGD HIGH","Y","N",530,200608,"High","High","High",200702,"High","High","Off Campus","1",0,"high","College/Beyond","College/Beyond","Bachelors","high","high","high","high","mid","high","mid","mid",1,1
"825",7833785,"mid","M","BGD HIGH","Y","N",590,200608,"High","High","High",200702,"High","High","On Campus","1",237,"high","High School","High School","Bachelors","high","high","high","high","mid","mid","low","mid",1,1
"826",7938596,"mid","F","BGD HIGH","Y","N",950,200708,"High","High","High",200802,"High","High","Off Campus","1",150,"high","No Information","No Information","Bachelors","mid","high","high","high","low","low","low","low",1,1
"827",7986026,"mid","F","BGD MID","Y","N",970,200708,"High","High","High",200802,"High","High","On Campus","1",136,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","mid","high","low",1,1
"828",7973665,"mid","M","BGD HIGH","Y","N",1030,200708,"High","High","High",200802,"High","High","Off Campus","1",69,"high","High School","High School","Bachelors","mid","high","high","high","low","mid","mid","low",1,1
"829",8028906,"mid","F","BGD HIGH","Y","N",950,200708,"High","High","High",200802,"High","High","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","high","high","low",1,1
"830",7997609,"mid","M","BGD HIGH","Y","N",950,200708,"High","High","High",200802,"High","High","Off Campus","1",69,"high","No Information","High School","Bachelors","mid","high","high","high","high","mid","low","mid",1,1
"831",8001180,"mid","M","BGD MID","Y","N",1150,200808,"High","High","High",200902,"High","High","Off Campus","1",0,"high","High School","High School","Bachelors","mid","mid","high","high","mid","high","mid","mid",1,1
"832",7827313,"mid","F","BGD HIGH","Y","N",990,200908,"High","High","High",201002,"High","High","On Campus","1",69,"high","High School","College/Beyond","Bachelors","mid","mid","high","high","low","high","high","low",1,1
"833",7799799,"mid","M","BGD HIGH","N","Y",970,200908,"High","High","High",201002,"High","High","On Campus","1",99.8251851851852,"high","No Information","No Information","Bachelors","mid","high","high","high","low","mid","low","low",1,1
"834",7934634,"mid","M","BGD MID","Y","N",1070,200908,"High","High","Mid",201002,"High","High","On Campus","1",0,"high","Other/Unknown","High School","Bachelors","mid","mid","high","high","high","high","low","high",0.733333333333333,1
"835",7821985,"mid","M","BGD HIGH","Y","N",990,200908,"High","High","High",201002,"High","High","Off Campus","0",69,"low","Middle School/Junior High","High School","Bachelors","mid","mid","high","high","high","high","low","high",0.714285714285714,0.714285714285714
"836",7818869,"mid","F","BGD HIGH","Y","N",910,200908,"High","High","High",201002,"High","High","On Campus","1",90,"high","College/Beyond","College/Beyond","Bachelors","high","mid","high","high","mid","high","mid","mid",0.75,1
"837",7885375,"mid","F","BGD HIGH","Y","N",1070,201008,"High","High","High",201102,"High","High","Off Campus","1",69,"high","High School","High School","Bachelors","low","mid","high","high","low","low","mid","low",1,1
"838",7787021,"mid","F","BGD MID","Y","N",950,201008,"High","High","High",201102,"High","High","Off Campus","1",69,"low","College/Beyond","College/Beyond","Bachelors","low","mid","high","high","low","low","low","low",1,1
"839",7897145,"mid","F","BGD HIGH","Y","N",950,201008,"High","High","Mid",201102,"High","High","Off Campus","1",69,"low","College/Beyond","College/Beyond","Bachelors","low","mid","high","high","low","low","low","low",0.666666666666667,1
"840",7864639,"mid","F","BGD HIGH","Y","N",1070,201008,"High","High","High",201102,"High","High","Off Campus","1",0,"high","College/Beyond","High School","Bachelors","mid","mid","high","high","mid","mid","low","low",1,1
"841",8026628,"mid","F","BGD HIGH","Y","N",970,200508,"High","High","High",200602,"High","High","On Campus","1",150,"high","Other/Unknown","College/Beyond","Bachelors","mid","high","high","high","low","mid","mid","low",1,1
"842",7764010,"low","F","BGD HIGH","N","N",970,200608,"High","High","High",200702,"High","High","Off Campus","1",0,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","high","mid","low","high",1,1
"843",7987366,"mid","M","BGD HIGH","Y","N",870,200708,"High","High","Mid",200802,"High","High","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"844",7764154,"mid","M","BGD HIGH","Y","N",1150,200708,"High","High","High",200802,"High","High","On Campus","1",69,"low","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",0.692307692307692,1
"845",7966327,"mid","M","BGD HIGH","Y","N",970,200908,"High","High","High",201002,"High","High","Off Campus","1",0,"high","College/Beyond","College/Beyond","Bachelors","low","mid","high","high","low","high","high","low",0.666666666666667,1
"846",7762519,"mid","M","BGD HIGH","Y","N",970,200908,"High","High","High",201002,"High","High","Off Campus","1",69,"high","College/Beyond","High School","Bachelors","mid","mid","high","high","low","high","high","low",1,1
"847",7947756,"mid","F","BGD HIGH","Y","N",1190,201008,"High","High","High",201102,"High","High","Off Campus","0",69,"high","High School","High School","Bachelors","mid","high","high","high","low","low","low","low",1,1
"848",7925681,"mid","M","BGD HIGH","Y","N",990,200608,"High","High","Mid",200702,"High","High","On Campus","1",150,"low","College/Beyond","High School","Bachelors","low","mid","high","high","low","low","low","low",0.916666666666667,0.705882352941177
"849",7908688,"low","F","BGD LOW","Y","N",990,200708,"High","High","Mid",200802,"High","High","On Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","low","mid","high","high","low","mid","high","low",1,0.764705882352941
"850",7838134,"mid","F","BGD MID","Y","N",970,200508,"High","High","Mid",200602,"High","High","Off Campus","1",0,"high","High School","High School","Bachelors","mid","high","high","high","low","low","low","low",1,1
"851",8008350,"mid","F","BGD MID","Y","N",950,200608,"High","High","High",200702,"High","High","On Campus","1",150,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","low","low","low",0.933333333333333,1
"852",7820336,"mid","F","BGD MID","Y","N",950,200608,"High","High","High",200702,"High","High","On Campus","1",181,"high","Other/Unknown","High School","Bachelors","mid","high","high","high","mid","mid","low","high",1,1
"853",7850826,"mid","F","BGD MID","Y","N",990,200708,"High","High","High",200802,"High","High","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","high","high","high","high","low","low","low","low",1,1
"854",7881056,"mid","M","BGD HIGH","Y","N",1190,200708,"High","High","Mid",200802,"High","High","On Campus","1",0,"high","College/Beyond","No Information","Bachelors","low","mid","high","high","mid","high","mid","mid",0.916666666666667,0.947368421052632
"855",7938704,"mid","F","BGD HIGH","Y","N",1190,200708,"High","High","High",200802,"High","High","On Campus","0",69,"high","College/Beyond","College/Beyond","Bachelors","low","mid","high","high","low","low","low","low",1,1
"856",7933707,"mid","F","BGD MID","Y","N",950,200808,"High","High","High",200902,"High","High","On Campus","1",150,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","low","low","low",1,1
"857",7896184,"mid","F","BGD HIGH","Y","N",970,200908,"High","High","High",201002,"High","High","On Campus","1",150,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","low","low","low",1,1
"858",7966407,"mid","M","BGD HIGH","Y","N",1150,201008,"High","High","High",201102,"High","High","Off Campus","1",69,"mid","High School","High School","Bachelors","low","mid","high","high","low","low","low","low",1,1
"859",8011527,"mid","M","BGD HIGH","Y","N",1420,200608,"High","High","High",200702,"High","High","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","high","high","high","high","low","low","low","low",1,1
"860",7943564,"mid","M","BGD HIGH","Y","N",1220,200708,"High","High","High",200802,"High","High","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"861",7920648,"mid","F","BGD HIGH","Y","N",970,200508,"High","High","High",200602,"High","High","Off Campus","1",0,"high","College/Beyond","College/Beyond","Bachelors","low","mid","high","high","low","low","low","low",1,1
"862",7894313,"mid","F","BGD HIGH","Y","N",1030,200608,"High","High","Mid",200702,"High","High","On Campus","1",0,"mid","College/Beyond","College/Beyond","Bachelors","high","high","high","high","low","low","low","low",1,1
"863",8016310,"mid","F","BGD HIGH","Y","N",970,200608,"High","High","High",200702,"High","High","Off Campus","1",69,"high","College/Beyond","Other/Unknown","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"864",7921189,"mid","M","BGD HIGH","Y","N",990,200708,"High","High","High",200802,"High","High","Off Campus","1",90,"high","College/Beyond","No Information","Bachelors","mid","mid","high","high","low","low","low","low",0.692307692307692,1
"865",7913305,"mid","F","BGD HIGH","Y","N",990,200708,"High","High","High",200802,"High","High","Off Campus","1",69,"high","High School","High School","Bachelors","low","mid","high","high","low","low","low","low",1,1
"866",7924474,"mid","F","BGD MID","Y","N",1190,200708,"High","High","High",200802,"High","High","On Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","low","low","low",1,1
"867",7829483,"mid","F","BGD HIGH","Y","N",950,200708,"High","High","Mid",200802,"High","High","Off Campus","1",69,"high","High School","High School","Bachelors","mid","high","high","high","high","high","low","high",1,1
"868",7950029,"mid","F","BGD HIGH","Y","N",830,200808,"High","High","Mid",200902,"High","High","Off Campus","1",69,"high","College/Beyond","High School","Bachelors","mid","high","high","high","low","high","high","low",1,0.75
"869",7993616,"mid","F","BGD HIGH","Y","N",1070,201008,"High","High","High",201102,"High","High","Off Campus","1",69,"high","High School","College/Beyond","Bachelors","mid","high","high","high","low","low","low","low",1,1
"870",7767252,"mid","F","BGD MID","Y","N",950,200908,"High","High","High",201002,"High","High","On Campus","1",150,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"871",7772689,"mid","F","BGD HIGH","Y","N",1070,200908,"High","High","High",201002,"High","High","On Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"872",8027372,"mid","F","BGD MID","Y","N",870,200908,"High","High","High",201002,"High","High","Off Campus","1",69,"high","High School","High School","Bachelors","high","mid","high","high","low","low","low","low",0.75,1
"873",7771381,"mid","F","BGD HIGH","Y","N",970,200908,"High","High","High",201002,"High","High","Off Campus","1",69,"high","High School","College/Beyond","Bachelors","high","high","high","high","low","high","high","low",1,1
"874",7779134,"low","F","BGD HIGH","Y","N",590,200908,"High","High","High",201002,"High","High","On Campus","1",138,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","high","high","low",1,1
"875",7844695,"mid","M","BGD HIGH","Y","N",1070,200608,"High","High","Mid",200702,"High","High","Off Campus","1",0,"mid","No Information","No Information","Bachelors","mid","mid","high","high","low","low","low","low",0.714285714285714,1
"876",7952991,"mid","F","BGD MID","Y","N",870,201008,"High","High","High",201102,"High","High","Off Campus","1",69,"low","Other/Unknown","College/Beyond","Bachelors","high","mid","high","high","low","low","low","low",0.75,1
"877",7804408,"mid","F","BGD HIGH","Y","N",970,200808,"Mid","High","High",200902,"High","High","Off Campus","1",69,"low","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","high","high","low",0.733333333333333,1
"878",7845461,"mid","F","BGD MID","Y","N",950,201008,"Mid","High","Mid",201102,"High","High","On Campus","1",138,"high","College/Beyond","High School","Bachelors","high","mid","high","high","low","low","low","low",0.764705882352941,1
"879",8000190,"mid","F","BGD HIGH","Y","N",950,200708,"Mid","High","High",200802,"High","High","Off Campus","1",0,"high","High School","High School","Bachelors","mid","high","high","high","mid","mid","mid","high",1,1
"880",7831110,"mid","M","BGD HIGH","Y","N",1220,200608,"Mid","High","Mid",200702,"High","High","Off Campus","1",150,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","low","low","low",1,1
"881",8017644,"low","M","BGD HIGH","Y","N",1220,200708,"Mid","High","Mid",200802,"High","High","Off Campus","1",69,"low","College/Beyond","College/Beyond","Bachelors","low","mid","high","high","mid","mid","low","low",0.833333333333333,1
"882",7960534,"mid","F","BGD MID","Y","N",950,201008,"Mid","High","Mid",201102,"High","High","On Campus","1",138,"mid","High School","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",0.692307692307692,1
"883",7794377,"mid","M","BGD HIGH","Y","N",1150,201008,"Mid","High","High",201102,"High","High","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","low","mid","high","mid","low","low","low","low",1,0.666666666666667
"884",7880862,"mid","F","BGD HIGH","Y","N",950,200608,"Mid","High","Mid",200702,"High","High","Off Campus","1",190,"high","High School","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"885",7871720,"mid","M","BGD MID","Y","N",1030,201008,"Mid","High","Mid",201102,"High","High","Off Campus","1",0,"high","Middle School/Junior High","College/Beyond","Bachelors","low","mid","high","high","low","low","low","low",1,1
"886",7835573,"mid","F","BGD MID","Y","N",910,200908,"Mid","High","High",201002,"High","High","On Campus","1",150,"low","College/Beyond","College/Beyond","Bachelors","low","mid","high","high","low","mid","mid","low",1,1
"887",7993105,"mid","F","BGD HIGH","Y","N",1110,201008,"Mid","High","High",201102,"High","High","Off Campus","1",69,"high","No Information","No Information","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"888",7773389,"mid","F","BGD MID","Y","N",950,200608,"Mid","High","High",200702,"High","High","On Campus","1",90,"mid","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","mid","mid","mid","low",1,1
"889",7918051,"mid","M","BGD HIGH","Y","N",640,200508,"Mid","High","High",200602,"High","High","Off Campus","1",0,"high","High School","College/Beyond","Bachelors","low","mid","high","high","mid","mid","low","mid",1,1
"890",7930889,"mid","F","BGD MID","Y","N",1070,200708,"Mid","High","High",200802,"High","High","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","mid","high","low",0.692307692307692,1
"891",7760822,"mid","F","BGD HIGH","Y","N",1110,200808,"Mid","High","Mid",200902,"High","High","Off Campus","0",0,"high","College/Beyond","High School","Bachelors","low","mid","high","high","low","low","low","low",1,1
"892",8005793,"mid","F","BGD MID","Y","N",1110,200508,"Mid","High","High",200602,"High","High","On Campus","1",0,"high","Middle School/Junior High","Middle School/Junior High","Bachelors","mid","mid","high","high","low","low","low","low",0.769230769230769,1
"893",7911136,"mid","M","BGD MID","Y","N",970,200508,"Mid","High","High",200602,"High","High","Off Campus","1",0,"low","High School","High School","Bachelors","low","mid","high","high","mid","mid","mid","mid",1,1
"894",7852427,"mid","F","BGD MID","Y","N",950,200708,"Mid","High","Mid",200802,"High","High","Off Campus","1",150,"mid","Other/Unknown","High School","Bachelors","mid","mid","high","high","high","high","low","high",0.714285714285714,0.733333333333333
"895",8034231,"mid","F","BGD HIGH","Y","N",990,200908,"Mid","High","High",201002,"High","High","Off Campus","1",69,"low","High School","College/Beyond","Bachelors","mid","mid","high","high","low","high","high","low",0.714285714285714,1
"896",8015318,"mid","F","BGD HIGH","Y","N",1030,200708,"Mid","High","High",200802,"High","High","On Campus","0",138,"high","No Information","No Information","Bachelors","mid","mid","high","high","low","low","low","low",0.692307692307692,1
"897",8032271,"mid","F","BGD MID","Y","N",1030,200608,"Low","High","High",200702,"High","High","On Campus","1",90,"high","High School","High School","Bachelors","mid","mid","high","high","mid","mid","low","mid",1,1
"898",7841895,"mid","F","BGD HIGH","N","N",970,200508,"Low","High","Mid",200602,"High","High","On Campus","0",99.8251851851852,"mid","College/Beyond","College/Beyond","Bachelors","high","high","high","high","low","mid","low","low",1,0.866666666666667
"899",7904127,"mid","M","BGD HIGH","N","N",790,200708,"High","High","High",200802,"High","High","Off Campus","1",69,"mid","No Information","No Information","Bachelors","mid","mid","high","high","low","mid","low","low",0.923076923076923,0.923076923076923
"900",7781952,"mid","M","BGD HIGH","Y","N",970,200708,"High","High","High",200802,"High","High","On Campus","1",69,"high","High School","Other/Unknown","Bachelors","low","mid","high","high","high","mid","low","high",0.666666666666667,1
"901",7756753,"mid","F","BGD HIGH","Y","N",970,200708,"High","High","High",200802,"High","High","On Campus","1",150,"low","High School","High School","Bachelors","mid","high","high","high","low","mid","mid","low",1,0.8
"902",7875609,"mid","F","BGD HIGH","Y","N",910,200808,"High","High","High",200902,"High","High","Off Campus","1",69,"high","High School","High School","Bachelors","high","high","high","high","mid","high","low","mid",1,1
"903",7895534,"mid","M","BGD HIGH","Y","N",530,201008,"High","High","High",201102,"High","High","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","low","mid","high","high","low","low","low","low",1,1
"904",7790424,"mid","F","BGD HIGH","Y","N",1110,201008,"High","High","High",201102,"High","High","On Campus","0",138,"high","High School","College/Beyond","Bachelors","mid","high","high","high","low","low","low","low",1,1
"905",7996880,"mid","M","BGD HIGH","Y","N",950,201008,"High","High","Mid",201102,"High","High","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",0.692307692307692,1
"906",7835583,"mid","M","BGD MID","Y","N",950,200908,"High","High","High",201002,"High","High","On Campus","1",188,"high","High School","Middle School/Junior High","Bachelors","high","high","high","high","high","high","low","mid",1,0.75
"907",7849058,"mid","M","BGD HIGH","Y","N",970,200908,"High","High","High",201002,"High","High","Off Campus","1",0,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","mid","high","mid","mid",1.23076923076923,1
"908",7815886,"mid","M","BGD HIGH","N","N",1190,200508,"High","High","High",200602,"High","High","Off Campus","1",0,"high","No Information","No Information","Bachelors","high","mid","high","high","low","low","low","low",0.8125,1
"909",8034637,"low","F","BGD LOW","Y","N",530,200508,"High","High","High",200602,"High","High","Off Campus","1",69,"high","High School","High School","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"910",7775565,"mid","M","BGD MID","Y","N",990,200508,"High","High","High",200602,"High","High","Off Campus","1",0,"low","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"911",7766795,"mid","F","BGD HIGH","Y","N",1110,200608,"High","High","High",200702,"High","High","On Campus","1",150,"mid","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","mid","high","low",0.8,1
"912",8009432,"mid","F","BGD HIGH","Y","N",990,200608,"High","High","High",200702,"High","High","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","low","low","low",1,1
"913",7923714,"mid","M","BGD HIGH","Y","N",910,200708,"High","High","High",200802,"High","High","Off Campus","1",69,"high","High School","High School","Bachelors","mid","mid","high","high","mid","mid","mid","mid",0.692307692307692,1
"914",7844089,"mid","F","BGD HIGH","Y","N",1150,200708,"High","High","High",200802,"High","High","On Campus","1",69,"mid","College/Beyond","High School","Bachelors","mid","high","high","high","mid","mid","mid","mid",1,1
"915",7801046,"mid","F","BGD HIGH","N","N",1220,200808,"High","High","High",200902,"High","High","Off Campus","1",69,"high","College/Beyond","Middle School/Junior High","Bachelors","mid","high","high","high","low","mid","high","low",1,1
"916",7800589,"mid","F","BGD HIGH","Y","N",790,200808,"High","High","High",200902,"High","High","Off Campus","0",69,"low","No Information","No Information","Bachelors","high","high","high","high","low","low","low","low",1,1
"917",7962111,"mid","F","BGD MID","N","N",950,200908,"High","High","High",201002,"High","High","Off Campus","1",0,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","high","high","low","high",1,1
"918",7784648,"mid","M","BGD HIGH","Y","N",1150,200608,"High","High","High",200702,"High","High","On Campus","0",69,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","mid","high","low",1,0.733333333333333
"919",7910440,"mid","F","BGD MID","Y","N",1260,201008,"High","High","High",201102,"High","High","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","low","low","low",1,1
"920",7962613,"low","M","BGD MID","Y","N",950,201008,"High","High","High",201102,"High","High","On Campus","1",181,"low","High School","High School","Bachelors","mid","high","high","high","low","low","low","low",1,0.8
"921",7951646,"mid","M","BGD LOW","Y","N",1110,201008,"High","High","High",201102,"High","High","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"922",7811900,"mid","F","BGD HIGH","Y","N",1030,200508,"High","High","High",200602,"High","High","On Campus","0",237,"low","High School","High School","Bachelors","mid","high","high","high","mid","mid","mid","mid",1,0.714285714285714
"923",7927654,"mid","F","BGD HIGH","N","N",1110,200708,"High","High","High",200802,"High","High","Off Campus","1",0,"high","College/Beyond","College/Beyond","Bachelors","high","high","high","mid","low","mid","mid","mid",0.823529411764706,0.357142857142857
"924",7939253,"mid","F","BGD HIGH","Y","N",1030,200708,"High","High","High",200802,"High","High","Off Campus","1",69,"high","High School","High School","Bachelors","low","mid","high","high","low","low","low","low",0.666666666666667,1
"925",7835264,"mid","F","BGD MID","Y","N",830,200808,"High","High","High",200902,"High","High","On Campus","1",117,"high","High School","High School","Bachelors","low","mid","high","high","low","low","low","low",1,1
"926",7933699,"mid","F","BGD MID","Y","N",970,200908,"High","High","High",201002,"High","High","On Campus","1",150,"high","College/Beyond","Other/Unknown","Bachelors","mid","mid","high","high","low","low","high","low",1,1
"927",7902437,"mid","F","BGD HIGH","N","N",950,200908,"High","High","High",201002,"High","High","Off Campus","1",0,"high","No Information","No Information","Bachelors","high","high","high","high","low","low","low","low",1,1
"928",7935495,"mid","F","BGD HIGH","Y","N",1030,200908,"High","High","High",201002,"High","High","Off Campus","1",69,"high","High School","College/Beyond","Bachelors","mid","high","high","high","low","low","low","low",1,1
"929",7847339,"mid","F","BGD HIGH","Y","N",910,200908,"High","High","High",201002,"High","High","Off Campus","1",69,"high","College/Beyond","Other/Unknown","Bachelors","mid","mid","high","high","mid","high","mid","mid",0.666666666666667,0.789473684210526
"930",7952480,"mid","F","BGD MID","Y","N",910,201008,"High","High","High",201102,"High","High","Off Campus","1",69,"high","High School","Other/Unknown","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"931",7804036,"mid","F","BGD MID","Y","N",970,200608,"High","High","High",200702,"High","High","On Campus","1",222,"high","High School","High School","Bachelors","mid","high","high","high","low","low","low","low",1,0.733333333333333
"932",7898478,"mid","F","BGD MID","Y","N",870,200508,"High","High","High",200602,"High","High","On Campus","1",150,"high","College/Beyond","No Information","Bachelors","mid","mid","high","high","low","mid","high","low",1,1
"933",7938541,"mid","M","BGD HIGH","Y","N",970,200508,"High","High","High",200602,"High","High","On Campus","1",136,"high","High School","High School","Bachelors","high","high","high","high","mid","mid","mid","mid",1,1
"934",7885154,"mid","F","BGD MID","Y","N",1030,200808,"High","High","High",200902,"High","High","Off Campus","1",69,"mid","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","mid","high","mid","mid",1,0.769230769230769
"935",7796777,"mid","F","BGD MID","Y","N",1030,200908,"High","High","High",201002,"High","High","On Campus","1",235,"high","High School","Other/Unknown","Bachelors","low","mid","high","high","high","high","low","mid",0.666666666666667,1
"936",7986844,"low","F","BGD MID","Y","N",1110,200908,"High","High","High",201002,"High","High","On Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","mid","high","mid","mid",1,1
"937",7775894,"mid","M","BGD HIGH","Y","N",1190,200908,"High","High","High",201002,"High","High","Off Campus","1",69,"mid","High School","College/Beyond","Bachelors","mid","high","high","high","low","mid","low","low",1,1
"938",7943052,"mid","M","BGD MID","Y","N",1150,200908,"High","High","High",201002,"High","High","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","low","low","low",1,1
"939",8014636,"mid","M","BGD HIGH","Y","N",1190,201008,"High","High","High",201102,"High","High","Off Campus","1",69,"high","High School","High School","Bachelors","mid","mid","high","high","low","low","low","low",1,1
